student_id,teacher_id,date,note
S0918,T025,2025-04-20,Follow-up on Math quiz
S0919,T003,2025-01-31,Suggested extra reading
S0920,T012,2025-04-16,Discussed weak area
S0920,T012,2025-03-20,Follow-up on Math quiz
S0920,T012,2025-04-10,Noted improvement
S0921,T017,2025-04-06,Suggested extra reading
S0921,T017,2025-02-22,Follow-up on Math quiz
S0922,T005,2025-01-14,Follow-up on Math quiz
S0923,T004,2025-02-21,Follow-up on Math quiz
S0923,T004,2025-04-03,Follow-up on Math quiz
S0923,T004,2024-12-04,Noted improvement
S0924,T005,2024-11-30,Discussed weak area
S0925,T027,2024-12-30,Noted improvement
S0925,T027,2024-12-20,Noted improvement
S0926,T015,2025-03-13,Motivational session
S0926,T015,2025-01-22,Motivational session
S0926,T015,2025-04-01,Discussed weak area
S0927,T008,2025-02-02,Follow-up on Math quiz
S0927,T008,2025-04-18,Suggested extra reading
S0928,T020,2025-05-04,Motivational session
S0928,T020,2025-04-25,Follow-up on Math quiz
S0928,T020,2025-05-22,Discussed weak area
S0929,T022,2025-04-30,Suggested extra reading
S0929,T022,2024-12-18,Suggested extra reading
S0929,T022,2025-05-12,Discussed weak area
S0930,T007,2025-03-20,Suggested extra reading
S0931,T002,2025-01-16,Noted improvement
S0931,T002,2024-12-01,Follow-up on Math quiz
S0931,T002,2025-03-06,Discussed weak area
S0932,T030,2025-04-20,Motivational session
S0933,T011,2025-03-25,Discussed weak area
S0933,T011,2025-05-18,Discussed weak area
S0933,T011,2025-03-14,Follow-up on Math quiz
S0934,T013,2025-03-10,Motivational session
S0934,T013,2025-02-08,Discussed weak area
S0935,T013,2025-03-14,Suggested extra reading
S0936,T030,2025-02-10,Suggested extra reading
S0936,T030,2024-12-02,Noted improvement
S0937,T024,2025-05-16,Noted improvement
S0938,T022,2025-01-11,Suggested extra reading
S0938,T022,2025-04-04,Discussed weak area
S0939,T014,2025-04-28,Discussed weak area
S0939,T014,2025-04-05,Follow-up on Math quiz
S0940,T005,2024-12-02,Suggested extra reading
S0941,T015,2025-05-02,Follow-up on Math quiz
S0941,T015,2025-02-23,Follow-up on Math quiz
S0941,T015,2025-03-03,Motivational session
S0942,T025,2024-12-11,Suggested extra reading
S0942,T025,2025-01-17,Discussed weak area
S0942,T025,2025-03-31,Noted improvement
S0943,T009,2025-03-03,Noted improvement
S0944,T018,2025-03-18,Noted improvement
S0944,T018,2025-05-10,Follow-up on Math quiz
S0945,T019,2025-05-15,Noted improvement
S0946,T006,2025-05-03,Discussed weak area
S0946,T006,2025-02-16,Motivational session
S0946,T006,2025-02-02,Motivational session
S0947,T026,2025-03-08,Suggested extra reading
S0948,T019,2025-03-01,Follow-up on Math quiz
S0948,T019,2025-01-09,Suggested extra reading
S0948,T019,2024-12-30,Noted improvement
S0949,T005,2024-12-12,Follow-up on Math quiz
S0949,T005,2025-04-08,Discussed weak area
S0949,T005,2025-03-15,Follow-up on Math quiz
S0950,T005,2025-04-22,Motivational session
S0950,T005,2025-01-07,Discussed weak area
S0951,T005,2024-12-16,Follow-up on Math quiz
S0951,T005,2025-04-22,Suggested extra reading
S0951,T005,2025-02-17,Motivational session
S0952,T014,2024-12-15,Discussed weak area
S0952,T014,2024-12-12,Suggested extra reading
S0953,T025,2025-04-25,Motivational session
S0953,T025,2025-05-03,Follow-up on Math quiz
S0953,T025,2025-03-04,Follow-up on Math quiz
S0954,T009,2024-12-11,Motivational session
S0954,T009,2024-12-27,Motivational session
S0955,T023,2024-11-30,Discussed weak area
S0956,T019,2025-05-10,Motivational session
S0956,T019,2025-02-25,Motivational session
S0956,T019,2024-12-24,Discussed weak area
S0957,T030,2025-04-01,Motivational session
S0957,T030,2025-04-17,Suggested extra reading
S0958,T023,2025-04-21,Follow-up on Math quiz
S0958,T023,2025-02-11,Noted improvement
S0959,T002,2024-12-24,Discussed weak area
S0959,T002,2025-01-13,Noted improvement
S0959,T002,2025-01-31,Motivational session
S0960,T024,2025-01-21,Follow-up on Math quiz
S0960,T024,2024-12-16,Noted improvement
S0960,T024,2025-05-10,Motivational session
S0961,T012,2025-03-31,Noted improvement
S0962,T028,2025-02-01,Motivational session
S0962,T028,2025-01-12,Noted improvement
S0962,T028,2025-03-27,Follow-up on Math quiz
S0963,T011,2025-04-09,Motivational session
S0963,T011,2025-01-10,Motivational session
S0964,T003,2025-02-11,Discussed weak area
S0965,T022,2025-05-02,Noted improvement
S0965,T022,2025-05-22,Suggested extra reading
S0965,T022,2025-03-05,Follow-up on Math quiz
S0966,T007,2025-04-28,Motivational session
S0966,T007,2025-04-19,Suggested extra reading
S0966,T007,2025-05-06,Suggested extra reading
S0967,T002,2025-05-07,Motivational session
S0967,T002,2025-05-02,Noted improvement
S0967,T002,2024-12-09,Follow-up on Math quiz
S0968,T025,2024-12-27,Noted improvement
S0969,T024,2024-12-05,Suggested extra reading
S0969,T024,2025-05-06,Follow-up on Math quiz
S0969,T024,2024-12-12,Discussed weak area
S0970,T016,2025-04-24,Follow-up on Math quiz
S0970,T016,2025-02-15,Motivational session
S0971,T004,2025-05-03,Suggested extra reading
S0971,T004,2025-03-27,Discussed weak area
S0972,T016,2025-02-04,Follow-up on Math quiz
S0972,T016,2025-05-18,Motivational session
S0973,T010,2025-04-24,Follow-up on Math quiz
S0974,T016,2025-04-10,Discussed weak area
S0974,T016,2025-04-23,Discussed weak area
S0974,T016,2025-03-24,Motivational session
S0975,T001,2025-04-07,Motivational session
S0975,T001,2025-05-04,Noted improvement
S0975,T001,2025-02-04,Motivational session
S0976,T011,2025-01-30,Motivational session
S0977,T007,2025-05-01,Discussed weak area
S0978,T005,2024-12-03,Suggested extra reading
S0979,T026,2025-04-25,Motivational session
S0979,T026,2025-03-20,Suggested extra reading
S0980,T021,2025-04-22,Noted improvement
S0981,T016,2025-04-21,Noted improvement
S0982,T015,2024-12-15,Suggested extra reading
S0983,T013,2025-02-03,Suggested extra reading
S0983,T013,2024-12-27,Noted improvement
S0983,T013,2025-03-05,Follow-up on Math quiz
S0984,T015,2024-12-18,Suggested extra reading
S0984,T015,2024-12-18,Follow-up on Math quiz
S0985,T010,2025-01-29,Discussed weak area
S0986,T009,2025-02-25,Follow-up on Math quiz
S0986,T009,2025-03-11,Noted improvement
S0986,T009,2025-01-06,Suggested extra reading
S0987,T024,2025-03-07,Follow-up on Math quiz
S0988,T017,2025-02-02,Suggested extra reading
S0988,T017,2025-02-03,Discussed weak area
S0988,T017,2025-01-30,Motivational session
S0989,T020,2025-02-14,Noted improvement
S0989,T020,2025-03-05,Suggested extra reading
S0990,T022,2025-05-16,Suggested extra reading
S0990,T022,2025-04-10,Follow-up on Math quiz
S0991,T018,2025-01-04,Discussed weak area
S0991,T018,2024-12-24,Follow-up on Math quiz
S0992,T008,2024-11-28,Suggested extra reading
S0993,T022,2024-12-27,Suggested extra reading
S0993,T022,2025-02-25,Noted improvement
S0994,T009,2025-02-12,Discussed weak area
S0995,T004,2025-03-25,Suggested extra reading
S0995,T004,2025-04-19,Noted improvement
S0995,T004,2025-03-08,Suggested extra reading
S0996,T014,2025-05-01,Suggested extra reading
S0996,T014,2024-11-26,Motivational session
S0996,T014,2025-05-06,Discussed weak area
S0997,T001,2025-05-20,Suggested extra reading
S0997,T001,2025-01-08,Noted improvement
S0998,T029,2025-03-04,Follow-up on Math quiz
S0999,T022,2025-05-02,Motivational session
S1000,T007,2025-05-23,Follow-up on Math quiz
