student_id,badge,date_awarded
S0918,Top Performer,2025-01-06
S0918,Consistent Learner,2024-12-08
S0918,Consistent Learner,2024-12-22
S0919,Quiz Champion,2025-01-27
S0919,Consistent Learner,2025-04-06
S0920,Subject Star,2025-03-20
S0920,Top Performer,2024-12-26
S0920,Subject Star,2025-01-10
S0921,Improved Significantly,2025-01-18
S0921,Subject Star,2025-01-27
S0922,Improved Significantly,2025-03-02
S0922,Quiz Champion,2025-03-20
S0923,Quiz Champion,2025-01-11
S0924,Quiz Champion,2024-12-13
S0925,Top Performer,2024-11-26
S0926,Subject Star,2025-05-25
S0926,Consistent Learner,2025-01-29
S0927,Top Performer,2025-04-22
S0928,Subject Star,2025-01-10
S0928,Top Performer,2024-11-24
S0928,Top Performer,2025-02-11
S0928,Subject Star,2025-02-25
S0929,Improved Significantly,2025-03-14
S0929,Quiz Champion,2025-03-18
S0929,Top Performer,2025-03-14
S0929,Quiz Champion,2025-02-16
S0930,Subject Star,2024-12-08
S0930,Improved Significantly,2025-03-18
S0931,Quiz Champion,2025-03-08
S0931,Quiz Champion,2024-12-08
S0931,Top Performer,2025-03-25
S0932,Top Performer,2025-01-08
S0932,Top Performer,2025-05-17
S0932,Quiz Champion,2025-02-22
S0932,Quiz Champion,2024-12-06
S0933,Top Performer,2025-01-10
S0933,Top Performer,2025-02-27
S0933,Improved Significantly,2025-05-23
S0933,Consistent Learner,2025-03-16
S0934,Quiz Champion,2025-01-20
S0934,Top Performer,2025-04-14
S0934,Quiz Champion,2025-04-17
S0935,Top Performer,2025-01-23
S0935,Improved Significantly,2025-03-18
S0935,Improved Significantly,2024-11-25
S0935,Consistent Learner,2025-01-09
S0936,Top Performer,2024-12-11
S0937,Top Performer,2025-01-14
S0937,Improved Significantly,2025-03-27
S0937,Quiz Champion,2025-02-17
S0937,Quiz Champion,2025-05-22
S0938,Quiz Champion,2025-03-04
S0938,Top Performer,2025-02-13
S0939,Quiz Champion,2025-01-20
S0939,Improved Significantly,2024-12-02
S0940,Subject Star,2025-05-20
S0940,Quiz Champion,2025-02-05
S0940,Top Performer,2025-01-08
S0940,Subject Star,2025-05-08
S0941,Quiz Champion,2025-02-16
S0941,Subject Star,2024-12-19
S0942,Improved Significantly,2025-02-16
S0942,Top Performer,2024-12-22
S0942,Consistent Learner,2024-11-24
S0943,Quiz Champion,2024-12-01
S0943,Improved Significantly,2025-02-10
S0943,Subject Star,2024-12-26
S0944,Subject Star,2025-05-23
S0944,Quiz Champion,2025-04-12
S0945,Consistent Learner,2024-12-27
S0945,Quiz Champion,2025-04-21
S0946,Improved Significantly,2024-12-14
S0946,Improved Significantly,2025-04-02
S0947,Quiz Champion,2025-05-01
S0947,Quiz Champion,2024-12-26
S0948,Improved Significantly,2025-04-27
S0948,Consistent Learner,2024-12-09
S0948,Top Performer,2025-03-06
S0949,Quiz Champion,2025-04-05
S0949,Top Performer,2025-03-01
S0949,Improved Significantly,2025-05-12
S0949,Consistent Learner,2025-01-22
S0950,Consistent Learner,2025-03-05
S0951,Consistent Learner,2025-02-01
S0951,Consistent Learner,2025-02-09
S0951,Top Performer,2025-01-20
S0951,Improved Significantly,2025-03-03
S0952,Subject Star,2024-12-02
S0952,Top Performer,2025-05-11
S0952,Subject Star,2025-04-03
S0952,Improved Significantly,2024-12-21
S0953,Quiz Champion,2024-12-30
S0953,Consistent Learner,2025-04-20
S0954,Improved Significantly,2024-12-17
S0954,Top Performer,2025-02-07
S0954,Improved Significantly,2025-03-28
S0954,Consistent Learner,2025-03-11
S0955,Top Performer,2025-04-22
S0955,Quiz Champion,2025-01-11
S0955,Quiz Champion,2025-05-03
S0956,Improved Significantly,2025-01-05
S0956,Top Performer,2025-02-15
S0957,Quiz Champion,2025-04-02
S0957,Quiz Champion,2025-02-08
S0957,Subject Star,2025-04-19
S0958,Top Performer,2025-01-27
S0958,Subject Star,2025-05-25
S0959,Improved Significantly,2025-01-26
S0959,Top Performer,2025-04-26
S0960,Consistent Learner,2024-12-08
S0960,Improved Significantly,2025-05-10
S0960,Subject Star,2025-04-10
S0960,Consistent Learner,2024-11-26
S0961,Quiz Champion,2025-01-08
S0962,Quiz Champion,2025-03-25
S0962,Subject Star,2025-05-20
S0963,Improved Significantly,2025-05-19
S0963,Quiz Champion,2025-04-15
S0964,Consistent Learner,2025-01-30
S0965,Top Performer,2025-05-02
S0965,Top Performer,2025-05-21
S0965,Top Performer,2025-02-14
S0966,Subject Star,2025-05-05
S0966,Subject Star,2025-01-19
S0966,Top Performer,2025-04-11
S0967,Quiz Champion,2025-02-10
S0967,Consistent Learner,2025-05-08
S0967,Quiz Champion,2025-04-04
S0968,Quiz Champion,2024-12-29
S0968,Subject Star,2024-12-31
S0969,Top Performer,2025-01-27
S0970,Consistent Learner,2025-02-23
S0970,Improved Significantly,2025-02-20
S0970,Subject Star,2025-02-07
S0971,Improved Significantly,2025-04-08
S0971,Top Performer,2025-02-22
S0971,Improved Significantly,2025-05-16
S0971,Consistent Learner,2025-05-17
S0972,Consistent Learner,2025-03-10
S0972,Subject Star,2025-03-02
S0973,Top Performer,2024-12-13
S0973,Top Performer,2025-02-12
S0974,Top Performer,2025-04-20
S0975,Improved Significantly,2024-12-24
S0975,Quiz Champion,2025-04-01
S0975,Top Performer,2025-05-24
S0975,Top Performer,2025-01-03
S0976,Subject Star,2025-02-05
S0976,Improved Significantly,2025-05-12
S0976,Improved Significantly,2025-02-27
S0977,Quiz Champion,2025-01-01
S0977,Consistent Learner,2025-01-18
S0978,Quiz Champion,2024-12-15
S0978,Improved Significantly,2024-11-29
S0978,Improved Significantly,2025-05-24
S0978,Improved Significantly,2024-12-12
S0979,Subject Star,2025-01-30
S0979,Consistent Learner,2024-12-03
S0979,Consistent Learner,2024-12-08
S0979,Top Performer,2025-01-12
S0980,Consistent Learner,2025-05-08
S0980,Subject Star,2025-01-14
S0980,Improved Significantly,2024-12-02
S0981,Improved Significantly,2025-03-01
S0981,Consistent Learner,2024-12-22
S0981,Subject Star,2025-03-20
S0982,Improved Significantly,2025-03-06
S0982,Top Performer,2025-03-05
S0982,Consistent Learner,2025-01-29
S0982,Top Performer,2025-03-22
S0983,Subject Star,2025-02-28
S0983,Quiz Champion,2024-12-18
S0983,Improved Significantly,2024-12-31
S0984,Quiz Champion,2024-12-01
S0984,Subject Star,2024-12-31
S0984,Subject Star,2025-04-13
S0984,Top Performer,2025-01-15
S0985,Subject Star,2025-01-13
S0986,Top Performer,2024-12-11
S0986,Quiz Champion,2025-04-24
S0986,Consistent Learner,2025-03-09
S0987,Consistent Learner,2025-01-19
S0987,Top Performer,2025-05-07
S0988,Top Performer,2025-01-12
S0988,Quiz Champion,2025-04-27
S0988,Improved Significantly,2025-04-24
S0989,Subject Star,2025-05-15
S0990,Subject Star,2025-03-21
S0990,Top Performer,2025-05-17
S0990,Improved Significantly,2025-04-04
S0991,Improved Significantly,2024-12-03
S0992,Subject Star,2025-04-23
S0992,Subject Star,2025-04-24
S0992,Subject Star,2025-04-23
S0993,Top Performer,2024-11-28
S0993,Consistent Learner,2025-02-09
S0994,Top Performer,2025-04-07
S0994,Subject Star,2025-04-07
S0994,Consistent Learner,2024-12-17
S0995,Consistent Learner,2024-11-25
S0995,Improved Significantly,2025-05-12
S0995,Consistent Learner,2025-01-12
S0996,Improved Significantly,2025-05-11
S0996,Subject Star,2025-05-14
S0997,Quiz Champion,2025-03-10
S0997,Consistent Learner,2024-12-03
S0998,Subject Star,2025-04-05
S0998,Subject Star,2025-03-19
S0999,Quiz Champion,2024-12-26
S0999,Improved Significantly,2025-02-01
S0999,Top Performer,2024-12-22
S1000,Improved Significantly,2025-04-03
S1000,Quiz Champion,2024-12-22
S1000,Quiz Champion,2024-12-19
